Year,Month,resid_sales,resid_count,resid_np,comm_sales,comm_count,comm_np,CPI,County,Population,resid_pc,comm_pc,resid_rp,comm_rp
1994,11,2474592.0,,5.22,1616108.0,,5.13,149.7,State,5334400,0.46389322135572886,0.3029596580683863,3.486973947895792,3.42685370741483
1994,12,3313562.0,,5.34,1855782.0,,5.3,149.7,State,5334400,0.6211686412717456,0.3478895470905819,3.567134268537074,3.5404141616566465
1995,1,3731362.0,,5.11,1880044.0,,5.14,150.3,State,5429900,0.687187977679147,0.3462391572588814,3.3998669328010642,3.4198270126413832
1995,2,3361083.0,,4.97,1780574.0,,5.13,150.9,State,5429900,0.6189953774470984,0.32792021952522143,3.2935719019218026,3.399602385685885
1995,3,3128983.0,,5.04,1741776.0,,5.05,151.4,State,5429900,0.5762505755170445,0.3207749682314591,3.32892998678996,3.33553500660502
1995,4,2768048.0,,4.81,1689186.0,,4.67,151.9,State,5429900,0.5097788172894528,0.3110897069927623,3.166556945358788,3.074391046741277
1995,5,2289163.0,,4.76,1555116.0,,4.53,152.2,State,5429900,0.4215847437337704,0.2863986445422568,3.1274638633377134,2.9763469119579504
1995,6,2004329.0,,4.54,1648186.0,,4.45,152.5,State,5429900,0.36912816073960847,0.3035389233687545,2.977049180327869,2.918032786885246
1995,7,1825152.0,,4.83,1645860.0,,4.51,152.5,State,5429900,0.3361299471445146,0.3031105545221827,3.1672131147540985,2.957377049180328
1995,8,1743519.0,,4.83,1639692.0,,4.52,152.9,State,5429900,0.3210959686182066,0.30197462200040515,3.1589274035317203,2.9561805101373446
1995,9,1733423.0,,4.85,1634380.0,,4.52,153.2,State,5429900,0.31923663419215825,0.30099633510746054,3.1657963446475192,2.950391644908616
1995,10,2014580.0,,4.96,1681416.0,,4.68,153.7,State,5429900,0.37101604081106465,0.3096587414132857,3.2270657124268056,3.044892648015615
1995,11,2452968.0,,5.21,1654142.0,,5.14,153.6,State,5429900,0.4517519659662241,0.3046358128142323,3.3919270833333335,3.3463541666666665
1995,12,3094642.0,,5.3,1850971.0,,5.29,153.5,State,5429900,0.5699261496528482,0.34088491500764284,3.4527687296416936,3.446254071661238
1996,1,3615767.0,,5.23,1911532.0,,5.2,154.4,State,5516800,0.6554102015661253,0.3464928944315545,3.3873056994818658,3.3678756476683938
1996,2,3709706.0,,5.12,2008657.0,,5.19,154.9,State,5516800,0.6724380075406032,0.3640982091067285,3.3053582956746284,3.3505487411233057
1996,3,3566872.0,,4.92,1836240.0,,5.05,155.7,State,5516800,0.6465472737819026,0.3328451276102088,3.159922928709056,3.243416827231856
1996,4,2741675.0,,4.92,1716868.0,,4.77,156.3,State,5516800,0.49696835121809746,0.31120722157772623,3.1477927063339726,3.0518234165067173
1996,5,2495946.0,,4.97,1684519.0,,4.61,156.6,State,5516800,0.452426406612529,0.30534349622969836,3.1736909323116222,2.9438058748403577
1996,6,2140203.0,,4.9,1688495.0,,4.58,156.7,State,5516800,0.3879428291763341,0.3060642038863109,3.1269942565411624,2.9227823867262286
1996,7,1928430.0,,4.92,1699312.0,,4.61,157.0,State,5516800,0.34955590197215775,0.3080249419953596,3.1337579617834392,2.936305732484077
1996,8,1816002.0,,4.95,1759395.0,,4.6,157.3,State,5516800,0.32917669663573085,0.3189158570185615,3.1468531468531467,2.924348378893833
1996,9,1827621.0,,4.94,1729159.0,,4.66,157.8,State,5516800,0.33128280887470996,0.31343514356148494,3.130544993662864,2.953105196451204
1996,10,2040186.0,,4.95,1690619.0,,4.82,158.3,State,5516800,0.3698132975638051,0.3064492096867749,3.126974099810486,3.0448515476942513
1996,11,2582352.0,,5.07,1725552.0,,5.1,158.6,State,5516800,0.468088747099768,0.3127813225058005,3.1967213114754105,3.215636822194199
1996,12,3547685.0,,5.25,2000712.0,,5.25,158.6,State,5516800,0.6430693517981438,0.3626580626450116,3.3102143757881466,3.3102143757881466
1997,1,3989189.0,,5.2,1983672.0,,5.26,159.1,State,5606800,0.7114912249411429,0.3537975315688093,3.2683846637335012,3.3060967944688873
1997,2,3779931.0,,5.19,1950359.0,,5.24,159.6,State,5606800,0.6741690447313976,0.347855996290219,3.2518796992481205,3.2832080200501252
1997,3,3362573.0,,5.06,1840571.0,,5.07,160.0,State,5606800,0.5997312192337876,0.32827477348933437,3.1625,3.16875
1997,4,2893932.0,,4.72,1776075.0,,4.44,160.2,State,5606800,0.5161468217164871,0.3167715987729186,2.9463171036204745,2.7715355805243447
1997,5,2315520.0,,4.48,1653447.0,,4.25,160.1,State,5606800,0.412984233430834,0.2949002996361561,2.798251093066834,2.654590880699563
1997,6,2008105.0,,4.7,1724619.0,,4.42,160.3,State,5606800,0.35815527573660555,0.3075941713633445,2.932002495321272,2.757330006238303
1997,7,1894413.0,,4.8,1716786.0,,4.46,160.5,State,5606800,0.33787775558250693,0.30619711778554615,2.9906542056074765,2.7788161993769473
1997,8,1809994.0,,4.83,1772365.0,,4.43,160.8,State,5606800,0.3228212170935293,0.31610990226153957,3.0037313432835817,2.754975124378109
1997,9,1801254.0,,4.88,1768394.0,,4.62,161.2,State,5606800,0.32126239566240994,0.31540165513305274,3.0272952853598016,2.8660049627791566
1997,10,2109957.0,,4.93,1763081.0,,4.94,161.6,State,5606800,0.3763210744096454,0.3144540557893986,3.0507425742574257,3.056930693069307
1997,11,2470894.0,,5.07,1721941.0,,5.14,161.5,State,5606800,0.4406959406435043,0.3071165370621388,3.1393188854489162,3.1826625386996903
1997,12,3313458.0,,5.08,1928913.0,,5.08,161.3,State,5606800,0.5909713205393451,0.3440309980737676,3.14941103533788,3.14941103533788
